Experience_ID,Title,City,Type,Base_Price_EUR,Duration_Hours,Main_Features,Supported_Languages,Avg_Rating,Review_Count
EXP003904,Adventure Park Experience in Valencia,Valencia,Adventure Park,38.71,4.0,"Private group, Multi-language guide, Skip-the-line, Instant confirmation","en,de",4.61,7503
EXP003905,Architecture Walk through Tenerife,Tenerife,Architecture Walk,130.88,7.3,"Multi-language guide, Free cancellation, Wheelchair accessible","en,de",4.37,5237
EXP003906,Local Market Tour in Zaragoza,Zaragoza,Local Market Tour,83.82,1.4,"Multi-language guide, Skip-the-line, Wheelchair accessible","en,de",4.57,385
EXP003907,Architecture Walk through Tenerife,Tenerife,Architecture Walk,225.29,6.3,"Multi-language guide, Private group, Free cancellation, Wheelchair accessible","en,de",4.12,1684
EXP003908,Local Market Tour in Tenerife,Tenerife,Local Market Tour,208.21,3.3,"Private group, Wheelchair accessible, Multi-language guide","en,de",4.71,7938
EXP003909,Visit the Museum of Barcelona,Barcelona,Museum Ticket,189.9,2.7,"Skip-the-line, Wheelchair accessible","en,es",4.45,283
EXP003910,Adventure Park Experience in Seville,Seville,Adventure Park,164.77,6.1,"Wheelchair accessible, Multi-language guide, Free cancellation","en,de",3.95,5785
EXP003911,Flamenco Show in Ibiza,Ibiza,Flamenco Show,143.96,6.7,"Private group, Multi-language guide, Instant confirmation, Skip-the-line","en,de",4.89,5627
EXP003912,Wine Tasting in Seville,Seville,Wine Tasting,205.7,6.5,"Free cancellation, Private group, Instant confirmation","en,de",4.26,4574
EXP003913,Flamenco Show in Zaragoza,Zaragoza,Flamenco Show,169.25,6.2,"Multi-language guide, Wheelchair accessible, Skip-the-line, Instant confirmation","en,de",4.58,5339
EXP003914,Kayaking Adventure in Malaga,Malaga,Kayaking,170.56,4.9,"Free cancellation, Multi-language guide, Skip-the-line, Instant confirmation","en,de",4.48,5328
EXP003915,Flamenco Show in Barcelona,Barcelona,Flamenco Show,212.63,2.6,"Skip-the-line, Private group","en,es",4.32,7460
EXP003916,Kayaking Adventure in Valencia,Valencia,Kayaking,180.27,3.2,"Private group, Wheelchair accessible, Skip-the-line, Instant confirmation","en,de",4.38,3532
EXP003917,Guided Tour in Zaragoza,Zaragoza,Guided Tour,83.58,6.7,"Multi-language guide, Private group, Skip-the-line, Instant confirmation","en,de",4.24,6307
EXP003918,Kayaking Adventure in Valencia,Valencia,Kayaking,100.5,4.5,"Skip-the-line, Multi-language guide, Free cancellation","en,de",4.63,6860
EXP003919,Adventure Park Experience in Tenerife,Tenerife,Adventure Park,216.79,3.8,"Instant confirmation, Wheelchair accessible, Multi-language guide","en,de",3.39,2880
EXP003920,Kayaking Adventure in Tenerife,Tenerife,Kayaking,114.89,6.2,"Instant confirmation, Wheelchair accessible, Skip-the-line","en,de",5.0,7093
EXP003921,Wine Tasting in Seville,Seville,Wine Tasting,237.11,1.4,"Multi-language guide, Wheelchair accessible","en,de",4.43,5450
EXP003922,Kayaking Adventure in Cordoba,Cordoba,Kayaking,95.29,5.5,"Multi-language guide, Wheelchair accessible, Instant confirmation","en,de",4.2,6504
EXP003923,Hiking Trail in Santiago,Santiago,Hiking,214.64,6.5,"Free cancellation, Skip-the-line, Instant confirmation","en,de",4.09,6462
EXP003924,Architecture Walk through Tenerife,Tenerife,Architecture Walk,39.29,3.0,"Instant confirmation, Multi-language guide, Skip-the-line","en,de",4.54,7577
EXP003925,Local Market Tour in Malaga,Malaga,Local Market Tour,122.51,3.6,"Private group, Skip-the-line, Instant confirmation","en,de",4.85,663
EXP003926,Architecture Walk through Zaragoza,Zaragoza,Architecture Walk,155.33,6.5,"Skip-the-line, Instant confirmation, Private group","en,de",5.0,2783
EXP003927,Wine Tasting in Bilbao,Bilbao,Wine Tasting,125.93,5.4,"Instant confirmation, Private group","en,de",3.81,1213
EXP003928,Local Market Tour in Tenerife,Tenerife,Local Market Tour,146.82,6.0,"Private group, Instant confirmation, Skip-the-line, Free cancellation","en,de",5.0,3662
EXP003929,Guided Tour in Seville,Seville,Guided Tour,65.77,5.1,"Skip-the-line, Instant confirmation","en,de",4.65,2428
EXP003930,Guided Tour in Zaragoza,Zaragoza,Guided Tour,194.69,7.1,"Private group, Wheelchair accessible, Skip-the-line","en,de",3.89,6870
EXP003931,Guided Tour in Bilbao,Bilbao,Guided Tour,163.09,5.6,"Skip-the-line, Wheelchair accessible, Instant confirmation, Private group","en,de",4.11,4777
EXP003932,Local Market Tour in Seville,Seville,Local Market Tour,56.12,7.7,"Free cancellation, Private group, Multi-language guide","en,de",4.53,3756
EXP003933,Adventure Park Experience in Alicante,Alicante,Adventure Park,205.97,4.0,"Private group, Instant confirmation, Free cancellation","en,de",4.61,4447
EXP003934,Flamenco Show in Ibiza,Ibiza,Flamenco Show,233.02,1.9,"Wheelchair accessible, Free cancellation, Multi-language guide, Skip-the-line","en,de",3.92,7084
EXP003935,Guided Tour in Barcelona,Barcelona,Guided Tour,60.11,4.7,"Multi-language guide, Free cancellation, Instant confirmation","en,es",4.71,1132
EXP003936,Local Market Tour in Granada,Granada,Local Market Tour,72.3,6.7,"Instant confirmation, Free cancellation, Skip-the-line, Private group","en,de",5.0,2498
EXP003937,Hiking Trail in Tenerife,Tenerife,Hiking,17.02,2.8,"Instant confirmation, Private group","en,de",4.42,3539
EXP003938,Architecture Walk through Malaga,Malaga,Architecture Walk,20.82,3.7,"Skip-the-line, Wheelchair accessible","en,de",3.91,2970
EXP003939,Kayaking Adventure in Madrid,Madrid,Kayaking,175.78,7.7,"Free cancellation, Wheelchair accessible","en,es",4.4,2945
EXP003940,Local Market Tour in Malaga,Malaga,Local Market Tour,117.02,2.6,"Multi-language guide, Instant confirmation","en,de",4.19,1968
EXP003941,Adventure Park Experience in Madrid,Madrid,Adventure Park,170.75,6.6,"Multi-language guide, Free cancellation","en,es",3.87,5430
EXP003942,Local Market Tour in Barcelona,Barcelona,Local Market Tour,185.65,5.0,"Skip-the-line, Instant confirmation, Private group","en,es",3.55,4562
EXP003943,Adventure Park Experience in Alicante,Alicante,Adventure Park,186.84,6.2,"Multi-language guide, Free cancellation, Private group, Wheelchair accessible","en,de",4.02,3176
EXP003944,Adventure Park Experience in Seville,Seville,Adventure Park,61.41,6.5,"Multi-language guide, Free cancellation, Skip-the-line, Private group","en,de",3.6,3901
EXP003945,Hiking Trail in Madrid,Madrid,Hiking,143.65,3.8,"Multi-language guide, Instant confirmation, Wheelchair accessible, Free cancellation","en,es",4.35,5803
EXP003946,Kayaking Adventure in Bilbao,Bilbao,Kayaking,119.18,2.3,"Instant confirmation, Private group, Multi-language guide","en,de",4.8,4590
EXP003947,Cooking Class in Valencia,Valencia,Cooking Class,180.91,1.5,"Wheelchair accessible, Free cancellation, Instant confirmation, Private group","en,de",4.58,3521
EXP003948,Local Market Tour in Alicante,Alicante,Local Market Tour,98.7,5.5,"Multi-language guide, Instant confirmation, Skip-the-line, Free cancellation","en,de",4.96,1949
EXP003949,Visit the Museum of Barcelona,Barcelona,Museum Ticket,126.69,1.9,"Free cancellation, Multi-language guide","en,es",4.01,135
EXP003950,Guided Tour in Barcelona,Barcelona,Guided Tour,126.31,1.4,"Multi-language guide, Free cancellation, Instant confirmation, Private group","en,es",4.91,7505
EXP003951,Adventure Park Experience in Ibiza,Ibiza,Adventure Park,218.11,2.2,"Wheelchair accessible, Multi-language guide","en,de",3.92,4275
EXP003952,Kayaking Adventure in Palma,Palma,Kayaking,134.51,3.7,"Private group, Free cancellation","en,de",4.43,688
EXP003953,Kayaking Adventure in Madrid,Madrid,Kayaking,203.95,7.4,"Skip-the-line, Free cancellation, Multi-language guide, Private group","en,es",3.73,3241
EXP003954,Architecture Walk through Barcelona,Barcelona,Architecture Walk,195.08,3.3,"Free cancellation, Skip-the-line","en,es",4.06,3879
EXP003955,Adventure Park Experience in Ibiza,Ibiza,Adventure Park,194.87,7.6,"Instant confirmation, Private group","en,de",4.5,49
EXP003956,Adventure Park Experience in Seville,Seville,Adventure Park,36.19,4.5,"Skip-the-line, Multi-language guide, Free cancellation, Private group","en,de",4.17,3838
EXP003957,Kayaking Adventure in Santiago,Santiago,Kayaking,159.51,6.2,"Private group, Wheelchair accessible","en,de",4.0,899
EXP003958,Cooking Class in Ibiza,Ibiza,Cooking Class,223.43,5.4,"Free cancellation, Multi-language guide","en,de",3.61,3897
EXP003959,Visit the Museum of Santiago,Santiago,Museum Ticket,153.74,6.4,"Instant confirmation, Private group","en,de",4.59,7119
EXP003960,Architecture Walk through Barcelona,Barcelona,Architecture Walk,135.64,1.1,"Skip-the-line, Private group","en,es",3.7,7989
EXP003961,Kayaking Adventure in Palma,Palma,Kayaking,242.88,5.3,"Multi-language guide, Free cancellation","en,de",4.89,2917
EXP003962,Wine Tasting in Barcelona,Barcelona,Wine Tasting,102.92,6.1,"Skip-the-line, Private group, Instant confirmation, Multi-language guide","en,es",4.61,278
EXP003963,Hiking Trail in Granada,Granada,Hiking,197.22,7.4,"Multi-language guide, Wheelchair accessible, Private group, Skip-the-line","en,de",4.32,2268
EXP003964,Hiking Trail in Zaragoza,Zaragoza,Hiking,110.31,5.0,"Instant confirmation, Wheelchair accessible, Private group, Free cancellation","en,de",4.13,1803
EXP003965,Cooking Class in Madrid,Madrid,Cooking Class,197.9,4.8,"Wheelchair accessible, Instant confirmation, Multi-language guide","en,es",4.53,3328
EXP003966,Cooking Class in Malaga,Malaga,Cooking Class,105.61,7.6,"Skip-the-line, Instant confirmation, Private group, Multi-language guide","en,de",4.06,5679
EXP003967,Cooking Class in Palma,Palma,Cooking Class,167.05,4.9,"Skip-the-line, Wheelchair accessible, Instant confirmation","en,de",3.73,52
EXP003968,Adventure Park Experience in Cordoba,Cordoba,Adventure Park,58.51,2.8,"Multi-language guide, Free cancellation, Private group, Wheelchair accessible","en,de",4.2,2817
EXP003969,Architecture Walk through Barcelona,Barcelona,Architecture Walk,120.49,3.3,"Skip-the-line, Instant confirmation","en,es",4.24,1339
EXP003970,Architecture Walk through Cordoba,Cordoba,Architecture Walk,116.4,1.2,"Multi-language guide, Wheelchair accessible, Instant confirmation","en,de",4.07,3498
EXP003971,Flamenco Show in Cordoba,Cordoba,Flamenco Show,63.97,2.0,"Private group, Skip-the-line, Free cancellation, Instant confirmation","en,de",4.52,2288
EXP003972,Hiking Trail in Alicante,Alicante,Hiking,15.58,6.7,"Private group, Skip-the-line","en,de",3.42,6626
EXP003973,Hiking Trail in Cordoba,Cordoba,Hiking,83.58,3.8,"Private group, Multi-language guide, Skip-the-line","en,de",4.01,235
EXP003974,Adventure Park Experience in Santiago,Santiago,Adventure Park,87.35,2.8,"Skip-the-line, Multi-language guide, Free cancellation, Private group","en,de",3.85,7564
EXP003975,Hiking Trail in Santiago,Santiago,Hiking,234.77,5.2,"Instant confirmation, Wheelchair accessible, Multi-language guide","en,de",3.58,6348
EXP003976,Flamenco Show in Granada,Granada,Flamenco Show,28.24,7.2,"Wheelchair accessible, Free cancellation","en,de",4.2,1113
EXP003977,Visit the Museum of Zaragoza,Zaragoza,Museum Ticket,241.22,1.6,"Private group, Multi-language guide, Wheelchair accessible","en,de",4.58,4331
EXP003978,Wine Tasting in Malaga,Malaga,Wine Tasting,54.53,3.3,"Wheelchair accessible, Private group, Instant confirmation, Skip-the-line","en,de",4.98,1603
EXP003979,Kayaking Adventure in Cordoba,Cordoba,Kayaking,222.86,1.3,"Free cancellation, Multi-language guide, Skip-the-line, Instant confirmation","en,de",4.99,7323
EXP003980,Visit the Museum of Tenerife,Tenerife,Museum Ticket,115.21,1.8,"Free cancellation, Instant confirmation, Private group","en,de",4.46,4362
EXP003981,Local Market Tour in Valencia,Valencia,Local Market Tour,113.02,2.5,"Private group, Multi-language guide, Wheelchair accessible, Skip-the-line","en,de",4.55,7722
EXP003982,Hiking Trail in Tenerife,Tenerife,Hiking,202.89,6.5,"Instant confirmation, Private group, Wheelchair accessible, Multi-language guide","en,de",4.29,6859
EXP003983,Adventure Park Experience in San Sebastian,San Sebastian,Adventure Park,17.31,4.6,"Wheelchair accessible, Multi-language guide","en,de",3.71,4590
EXP003984,Wine Tasting in Ibiza,Ibiza,Wine Tasting,225.57,7.7,"Wheelchair accessible, Free cancellation","en,de",4.14,2975
EXP003985,Adventure Park Experience in Alicante,Alicante,Adventure Park,33.07,2.9,"Skip-the-line, Free cancellation, Private group","en,de",3.3,4232
EXP003986,Adventure Park Experience in Palma,Palma,Adventure Park,179.33,5.6,"Free cancellation, Private group","en,de",3.56,6580
EXP003987,Architecture Walk through Seville,Seville,Architecture Walk,83.92,2.9,"Multi-language guide, Private group, Skip-the-line","en,de",4.47,2985
EXP003988,Kayaking Adventure in San Sebastian,San Sebastian,Kayaking,44.17,1.8,"Skip-the-line, Wheelchair accessible, Instant confirmation","en,de",4.48,6106
EXP003989,Adventure Park Experience in Bilbao,Bilbao,Adventure Park,144.98,6.3,"Free cancellation, Skip-the-line, Multi-language guide, Wheelchair accessible","en,de",3.86,5023
EXP003990,Visit the Museum of Zaragoza,Zaragoza,Museum Ticket,172.86,6.8,"Free cancellation, Skip-the-line, Multi-language guide, Wheelchair accessible","en,de",4.57,1770
EXP003991,Guided Tour in Bilbao,Bilbao,Guided Tour,112.72,4.0,"Instant confirmation, Wheelchair accessible, Free cancellation, Multi-language guide","en,de",4.1,4365
EXP003992,Local Market Tour in Seville,Seville,Local Market Tour,178.28,4.5,"Skip-the-line, Wheelchair accessible","en,de",3.46,70
EXP003993,Adventure Park Experience in Granada,Granada,Adventure Park,192.91,2.6,"Wheelchair accessible, Multi-language guide","en,de",4.4,5742
EXP003994,Hiking Trail in Granada,Granada,Hiking,124.15,1.9,"Multi-language guide, Private group","en,de",4.3,1085
EXP003995,Guided Tour in Palma,Palma,Guided Tour,168.25,3.7,"Private group, Wheelchair accessible","en,de",4.65,1011
EXP003996,Adventure Park Experience in Ibiza,Ibiza,Adventure Park,161.62,8.0,"Private group, Multi-language guide","en,de",4.61,5886
EXP003997,Local Market Tour in Seville,Seville,Local Market Tour,147.65,1.5,"Private group, Instant confirmation","en,de",3.3,3514
EXP003998,Guided Tour in Granada,Granada,Guided Tour,133.15,4.6,"Private group, Free cancellation, Skip-the-line","en,de",4.48,5596
EXP003999,Kayaking Adventure in San Sebastian,San Sebastian,Kayaking,236.43,2.9,"Private group, Wheelchair accessible, Skip-the-line, Free cancellation","en,de",3.84,5104
EXP004000,Architecture Walk through Malaga,Malaga,Architecture Walk,28.59,7.7,"Instant confirmation, Private group","en,de",4.42,3198
EXP004001,Wine Tasting in Malaga,Malaga,Wine Tasting,180.47,1.2,"Private group, Wheelchair accessible","en,de",4.33,7649
EXP004002,Visit the Museum of San Sebastian,San Sebastian,Museum Ticket,43.5,3.5,"Private group, Wheelchair accessible, Free cancellation, Multi-language guide","en,de",4.28,5468
EXP004003,Architecture Walk through Bilbao,Bilbao,Architecture Walk,184.85,6.9,"Multi-language guide, Wheelchair accessible, Free cancellation, Instant confirmation","en,de",3.91,3383
EXP004004,Local Market Tour in Santiago,Santiago,Local Market Tour,110.35,4.5,"Wheelchair accessible, Instant confirmation, Free cancellation","en,de",4.54,68
EXP004005,Local Market Tour in Barcelona,Barcelona,Local Market Tour,19.53,8.0,"Wheelchair accessible, Multi-language guide, Instant confirmation","en,es",5.0,6346
EXP004006,Flamenco Show in Cordoba,Cordoba,Flamenco Show,61.42,7.7,"Instant confirmation, Skip-the-line, Private group","en,de",4.19,7753
EXP004007,Adventure Park Experience in Malaga,Malaga,Adventure Park,105.58,1.7,"Multi-language guide, Free cancellation","en,de",4.34,3307
EXP004008,Cooking Class in Alicante,Alicante,Cooking Class,21.34,4.4,"Multi-language guide, Instant confirmation","en,de",4.66,6245
EXP004009,Guided Tour in Alicante,Alicante,Guided Tour,226.21,7.6,"Multi-language guide, Private group, Instant confirmation, Free cancellation","en,de",4.0,5483
EXP004010,Flamenco Show in Granada,Granada,Flamenco Show,122.8,4.3,"Instant confirmation, Multi-language guide, Private group, Free cancellation","en,de",4.53,3250
EXP004011,Cooking Class in Valencia,Valencia,Cooking Class,194.54,6.6,"Skip-the-line, Free cancellation, Multi-language guide","en,de",4.34,4730
EXP004012,Guided Tour in Alicante,Alicante,Guided Tour,201.16,1.4,"Wheelchair accessible, Instant confirmation, Multi-language guide, Free cancellation","en,de",4.77,7579
EXP004013,Guided Tour in Santiago,Santiago,Guided Tour,200.06,3.7,"Free cancellation, Wheelchair accessible","en,de",4.67,7087
EXP004014,Wine Tasting in Malaga,Malaga,Wine Tasting,149.71,5.9,"Free cancellation, Wheelchair accessible","en,de",4.31,1365
EXP004015,Architecture Walk through Ibiza,Ibiza,Architecture Walk,58.09,1.9,"Multi-language guide, Wheelchair accessible, Instant confirmation, Private group","en,de",4.4,1189
EXP004016,Flamenco Show in Malaga,Malaga,Flamenco Show,159.63,7.3,"Free cancellation, Instant confirmation, Private group","en,de",4.15,6952
EXP004017,Local Market Tour in Ibiza,Ibiza,Local Market Tour,109.35,1.4,"Wheelchair accessible, Instant confirmation, Multi-language guide","en,de",4.25,1913
EXP004018,Local Market Tour in Bilbao,Bilbao,Local Market Tour,94.39,4.4,"Private group, Skip-the-line","en,de",4.85,59
EXP004019,Wine Tasting in Zaragoza,Zaragoza,Wine Tasting,154.55,2.7,"Skip-the-line, Free cancellation, Wheelchair accessible","en,de",4.82,3381
EXP004020,Adventure Park Experience in Madrid,Madrid,Adventure Park,91.12,5.7,"Skip-the-line, Multi-language guide, Wheelchair accessible, Free cancellation","en,es",3.98,5049
EXP004021,Cooking Class in Madrid,Madrid,Cooking Class,185.36,3.6,"Instant confirmation, Free cancellation, Private group, Multi-language guide","en,es",4.78,2187
EXP004022,Cooking Class in Madrid,Madrid,Cooking Class,16.47,3.1,"Skip-the-line, Private group, Wheelchair accessible","en,es",3.97,7933
EXP004023,Hiking Trail in Ibiza,Ibiza,Hiking,224.5,1.9,"Skip-the-line, Multi-language guide, Instant confirmation","en,de",4.19,1208
EXP004024,Local Market Tour in Cordoba,Cordoba,Local Market Tour,101.68,3.4,"Free cancellation, Instant confirmation, Skip-the-line, Private group","en,de",4.85,5639
EXP004025,Adventure Park Experience in Malaga,Malaga,Adventure Park,188.57,1.1,"Multi-language guide, Skip-the-line, Instant confirmation","en,de",4.66,3930
EXP004026,Architecture Walk through Seville,Seville,Architecture Walk,243.8,6.9,"Wheelchair accessible, Free cancellation, Private group","en,de",3.76,6929
EXP004027,Cooking Class in Alicante,Alicante,Cooking Class,43.5,6.1,"Wheelchair accessible, Instant confirmation, Skip-the-line, Private group","en,de",4.52,3584
EXP004028,Guided Tour in Granada,Granada,Guided Tour,133.28,7.6,"Private group, Free cancellation, Multi-language guide, Instant confirmation","en,de",4.29,5979
EXP004029,Cooking Class in Malaga,Malaga,Cooking Class,182.05,4.8,"Private group, Instant confirmation, Skip-the-line, Free cancellation","en,de",4.79,5623
EXP004030,Kayaking Adventure in San Sebastian,San Sebastian,Kayaking,210.11,6.4,"Free cancellation, Instant confirmation, Multi-language guide","en,de",4.63,6283
EXP004031,Guided Tour in Alicante,Alicante,Guided Tour,248.56,6.1,"Wheelchair accessible, Instant confirmation","en,de",4.69,3081
EXP004032,Adventure Park Experience in Palma,Palma,Adventure Park,84.98,6.9,"Wheelchair accessible, Skip-the-line","en,de",4.17,7870
EXP004033,Cooking Class in Zaragoza,Zaragoza,Cooking Class,198.04,2.1,"Wheelchair accessible, Multi-language guide, Free cancellation","en,de",4.53,4955
EXP004034,Adventure Park Experience in Santiago,Santiago,Adventure Park,75.64,6.7,"Instant confirmation, Multi-language guide, Free cancellation","en,de",4.02,4100
EXP004035,Adventure Park Experience in Alicante,Alicante,Adventure Park,172.66,5.3,"Multi-language guide, Private group, Skip-the-line","en,de",4.09,3445
EXP004036,Guided Tour in Ibiza,Ibiza,Guided Tour,95.74,3.7,"Private group, Free cancellation","en,de",3.91,2240
EXP004037,Kayaking Adventure in San Sebastian,San Sebastian,Kayaking,97.17,4.2,"Wheelchair accessible, Multi-language guide","en,de",4.11,3265
EXP004038,Guided Tour in Barcelona,Barcelona,Guided Tour,148.04,3.1,"Wheelchair accessible, Multi-language guide, Private group, Skip-the-line","en,es",4.66,1353
EXP004039,Cooking Class in Malaga,Malaga,Cooking Class,168.89,1.2,"Wheelchair accessible, Free cancellation","en,de",4.54,6399
EXP004040,Architecture Walk through Ibiza,Ibiza,Architecture Walk,219.97,5.1,"Wheelchair accessible, Skip-the-line, Private group, Instant confirmation","en,de",4.76,467
EXP004041,Kayaking Adventure in Santiago,Santiago,Kayaking,15.93,5.0,"Instant confirmation, Wheelchair accessible, Multi-language guide, Skip-the-line","en,de",4.33,6560
EXP004042,Wine Tasting in Palma,Palma,Wine Tasting,84.74,2.4,"Wheelchair accessible, Skip-the-line, Private group, Instant confirmation","en,de",3.57,5753
EXP004043,Guided Tour in Madrid,Madrid,Guided Tour,31.36,4.2,"Skip-the-line, Free cancellation","en,es",4.41,3604
EXP004044,Wine Tasting in Palma,Palma,Wine Tasting,248.73,2.6,"Instant confirmation, Wheelchair accessible, Private group","en,de",4.97,574
EXP004045,Architecture Walk through Santiago,Santiago,Architecture Walk,137.76,2.0,"Instant confirmation, Multi-language guide, Wheelchair accessible","en,de",4.44,3513
EXP004046,Wine Tasting in San Sebastian,San Sebastian,Wine Tasting,236.37,3.5,"Instant confirmation, Multi-language guide, Free cancellation, Wheelchair accessible","en,de",4.69,6986
EXP004047,Visit the Museum of Granada,Granada,Museum Ticket,159.32,1.5,"Free cancellation, Instant confirmation","en,de",4.7,4226
EXP004048,Guided Tour in Bilbao,Bilbao,Guided Tour,58.5,5.5,"Private group, Instant confirmation, Multi-language guide, Free cancellation","en,de",4.02,5333
EXP004049,Kayaking Adventure in San Sebastian,San Sebastian,Kayaking,209.36,4.6,"Private group, Instant confirmation, Wheelchair accessible, Free cancellation","en,de",4.05,6758
EXP004050,Visit the Museum of Alicante,Alicante,Museum Ticket,142.12,6.4,"Instant confirmation, Wheelchair accessible, Free cancellation","en,de",4.45,6109
EXP004051,Local Market Tour in Malaga,Malaga,Local Market Tour,47.95,6.7,"Free cancellation, Skip-the-line, Multi-language guide, Wheelchair accessible","en,de",4.6,1013
EXP004052,Architecture Walk through Santiago,Santiago,Architecture Walk,134.88,1.2,"Private group, Multi-language guide","en,de",3.84,4803
EXP004053,Guided Tour in San Sebastian,San Sebastian,Guided Tour,42.49,5.4,"Skip-the-line, Wheelchair accessible","en,de",4.18,3980
EXP004054,Kayaking Adventure in Santiago,Santiago,Kayaking,22.14,4.9,"Free cancellation, Instant confirmation, Wheelchair accessible, Skip-the-line","en,de",4.62,1601
EXP004055,Wine Tasting in Madrid,Madrid,Wine Tasting,96.79,6.6,"Wheelchair accessible, Skip-the-line, Free cancellation","en,es",3.8,3558
EXP004056,Flamenco Show in Malaga,Malaga,Flamenco Show,162.33,7.0,"Free cancellation, Wheelchair accessible, Skip-the-line","en,de",4.23,7010
EXP004057,Cooking Class in San Sebastian,San Sebastian,Cooking Class,209.86,5.4,"Free cancellation, Multi-language guide, Skip-the-line, Wheelchair accessible","en,de",3.59,7480
EXP004058,Kayaking Adventure in Palma,Palma,Kayaking,213.1,3.0,"Free cancellation, Wheelchair accessible, Instant confirmation","en,de",4.63,1052
EXP004059,Hiking Trail in San Sebastian,San Sebastian,Hiking,208.05,6.6,"Skip-the-line, Wheelchair accessible, Instant confirmation","en,de",3.68,6795
EXP004060,Visit the Museum of Palma,Palma,Museum Ticket,179.79,2.2,"Free cancellation, Skip-the-line, Instant confirmation, Wheelchair accessible","en,de",4.22,2781
EXP004061,Hiking Trail in San Sebastian,San Sebastian,Hiking,237.82,1.7,"Wheelchair accessible, Skip-the-line, Multi-language guide","en,de",4.65,7973
EXP004062,Hiking Trail in Alicante,Alicante,Hiking,20.87,1.6,"Free cancellation, Multi-language guide","en,de",4.04,2589
EXP004063,Kayaking Adventure in Ibiza,Ibiza,Kayaking,248.25,7.2,"Free cancellation, Instant confirmation, Multi-language guide, Skip-the-line","en,de",3.94,332
EXP004064,Cooking Class in Madrid,Madrid,Cooking Class,173.83,4.5,"Wheelchair accessible, Private group","en,es",5.0,748
EXP004065,Architecture Walk through Cordoba,Cordoba,Architecture Walk,147.72,4.0,"Wheelchair accessible, Private group","en,de",4.14,271
EXP004066,Local Market Tour in Valencia,Valencia,Local Market Tour,181.31,2.0,"Wheelchair accessible, Free cancellation, Instant confirmation, Multi-language guide","en,de",4.92,6720
EXP004067,Architecture Walk through Cordoba,Cordoba,Architecture Walk,32.16,4.1,"Free cancellation, Wheelchair accessible, Skip-the-line, Instant confirmation","en,de",5.0,6517
EXP004068,Architecture Walk through Tenerife,Tenerife,Architecture Walk,164.65,5.0,"Free cancellation, Multi-language guide, Wheelchair accessible, Skip-the-line","en,de",4.36,4895
EXP004069,Architecture Walk through Bilbao,Bilbao,Architecture Walk,240.63,3.3,"Wheelchair accessible, Free cancellation, Skip-the-line, Multi-language guide","en,de",3.84,4848
EXP004070,Cooking Class in Bilbao,Bilbao,Cooking Class,74.66,6.7,"Free cancellation, Instant confirmation, Skip-the-line","en,de",4.0,4988
EXP004071,Visit the Museum of Palma,Palma,Museum Ticket,187.64,6.4,"Multi-language guide, Instant confirmation","en,de",4.25,1356
EXP004072,Visit the Museum of Seville,Seville,Museum Ticket,30.18,6.9,"Wheelchair accessible, Private group, Multi-language guide, Skip-the-line","en,de",3.32,786
EXP004073,Visit the Museum of Santiago,Santiago,Museum Ticket,219.05,3.8,"Instant confirmation, Skip-the-line, Free cancellation","en,de",4.43,2889
EXP004074,Local Market Tour in Seville,Seville,Local Market Tour,17.75,5.5,"Instant confirmation, Skip-the-line","en,de",4.27,3785
EXP004075,Guided Tour in Madrid,Madrid,Guided Tour,109.33,5.1,"Private group, Free cancellation, Wheelchair accessible, Skip-the-line","en,es",4.47,42
EXP004076,Adventure Park Experience in Santiago,Santiago,Adventure Park,193.69,3.1,"Free cancellation, Skip-the-line, Multi-language guide","en,de",4.71,6608
EXP004077,Cooking Class in Barcelona,Barcelona,Cooking Class,42.18,6.2,"Free cancellation, Multi-language guide, Private group, Skip-the-line","en,es",4.83,2950
EXP004078,Visit the Museum of Zaragoza,Zaragoza,Museum Ticket,62.09,1.1,"Free cancellation, Wheelchair accessible, Skip-the-line, Multi-language guide","en,de",4.36,7354
EXP004079,Wine Tasting in Barcelona,Barcelona,Wine Tasting,100.01,3.4,"Instant confirmation, Wheelchair accessible","en,es",4.18,6694
EXP004080,Cooking Class in Barcelona,Barcelona,Cooking Class,221.16,1.4,"Instant confirmation, Private group","en,es",3.71,286
EXP004081,Wine Tasting in Malaga,Malaga,Wine Tasting,241.44,2.9,"Private group, Skip-the-line, Free cancellation","en,de",4.09,699
EXP004082,Visit the Museum of Zaragoza,Zaragoza,Museum Ticket,168.97,4.9,"Wheelchair accessible, Multi-language guide, Instant confirmation","en,de",4.67,6129
EXP004083,Architecture Walk through Bilbao,Bilbao,Architecture Walk,31.26,5.2,"Instant confirmation, Multi-language guide, Free cancellation, Skip-the-line","en,de",4.2,5450
EXP004084,Cooking Class in Palma,Palma,Cooking Class,90.91,4.3,"Multi-language guide, Skip-the-line, Free cancellation","en,de",4.26,3604
EXP004085,Visit the Museum of Tenerife,Tenerife,Museum Ticket,233.57,2.7,"Multi-language guide, Private group, Wheelchair accessible","en,de",4.35,7530
EXP004086,Architecture Walk through Madrid,Madrid,Architecture Walk,206.49,2.2,"Private group, Wheelchair accessible","en,es",4.33,4309
EXP004087,Local Market Tour in Bilbao,Bilbao,Local Market Tour,208.02,1.0,"Multi-language guide, Free cancellation","en,de",4.74,164
EXP004088,Guided Tour in Santiago,Santiago,Guided Tour,26.74,4.6,"Skip-the-line, Private group","en,de",4.53,563
